"last_name, first_name","player_id","year","woba","xwoba","n_ff_formatted","ff_avg_speed","ff_avg_spin","ff_avg_break_x","ff_avg_break_z","ff_avg_break","n_sl_formatted","sl_avg_speed","sl_avg_spin","sl_avg_break_x","sl_avg_break_z","sl_avg_break","n_ch_formatted","ch_avg_speed","ch_avg_spin","ch_avg_break_x","ch_avg_break_z","ch_avg_break","n_cu_formatted","cu_avg_speed","cu_avg_spin","cu_avg_break_x","cu_avg_break_z","cu_avg_break","n_si_formatted","si_avg_speed","si_avg_spin","si_avg_break_x","si_avg_break_z","si_avg_break","n_fc_formatted","fc_avg_speed","fc_avg_spin","fc_avg_break_x","fc_avg_break_z","fc_avg_break","n_fs_formatted","fs_avg_speed","fs_avg_spin","fs_avg_break_x","fs_avg_break_z","fs_avg_break","n_st_formatted","st_avg_speed","st_avg_spin","st_avg_break_x","st_avg_break_z","st_avg_break"
"Bassitt, Chris","605135","2023",".304",".310","9.3","92.4","2154","-5.1","-18.8","14.3","4.7","80.3","2333","7.6","-43.8","8.6","6.6","84.1","1932","-17.2","-30.6","19.2","12.6","70.7","2269","14","-70","20","39.3","91.9","2096","-15.9","-23.8","18.3","15.3","87.8","2205","2.6","-27.4","8.8","3.3","82.6","1406","-13.6","-36.1","15","9","73.1","2286","18.3","-53.8","18.6"
"Clevinger, Mike","605182","2023",".312",".312","47.7","94.3","2267","-7.2","-13.4","19","27.2","79.4","2353","15.1","-46.3","15.6","12.9","86.1","1530","-13.9","-27.8","16.7","1.5","76","2212","7.8","-64.1","18.1","2.6","93.3","2142","-13.7","-17","20","8.1","85","2392","4.5","-36.5","5.5",,,,,,,,,,,,
"Nola, Aaron","605400","2023",".303",".298","29.4","92.7","2304","-12.2","-16.8","19.5",,,,,,,"12.6","85.9","1558","-14.8","-32.4","15.8","31.6","79.4","2591","12.5","-54.8","16.8","18.9","91.8","2222","-17.4","-23.5","19.7","7.5","86.3","2266","0.8","-30.2","6.8",,,,,,,,,,,,
"Snell, Blake","605483","2023",".266",".300","48.6","95.5","2430","4.6","-11.4","19.4","13.1","88.4","2345","-3","-28","8.2","18.4","86.7","1796","12.8","-25.5","17","19.8","81","2399","-12.6","-52.6","16.4",,,,,,,,,,,,,,,,,,,,,,,,
"Rea, Colin","607067","2023",".313",".323","19.2","93.2","2154","-7","-16.8","16.4",,,,,,,,,,,,,"7.7","78.7","2203","9.1","-55.5","14.5","29.9","92.6","2136","-15","-22.5","17.9","26.5","86.7","2185","3.2","-30.5","6.9","5.6","86","1514","-14.6","-31","16","11.1","83.1","2208","10.1","-39.4","10.6"
"Freeland, Kyle","607536","2023",".360",".361","18.4","88.8","2345","6.3","-20.3","15.6","23.6","84.1","2273","-1.4","-33.6","5.3","12.1","84.3","1598","11.3","-30.2","14.1","17.6","80.6","2386","-2.4","-47.1","6.1","28.3","88.7","2302","13.4","-27.7","15.2",,,,,,,,,,,,,,,,,,
"Lugo, Seth","607625","2023",".306",".323","31.8","93.4","2267","-6.5","-14.5","18.2","9.1","85.8","2588","5","-34.1","7","5.9","86.2","1543","-9.8","-31.1","11.8","29.4","79.6","3240","12.4","-60","20.5","20","93.2","2332","-15.6","-21.4","18.7",,,,,,,,,,,,,"3.8","81.4","2925","16.2","-43","17.1"
"Giolito, Lucas","608337","2023",".339",".329","41.9","93.1","2173","-5.5","-13.5","19.1","28.2","84","1978","1.6","-38.3","3","28.3","80.9","1547","-12.8","-30.7","17","1.5","77.9","2334","6.2","-60.3","16.2",,,,,,,,,,,,,,,,,,,,,,,,
"Wacha, Michael","608379","2023",".291",".318","28.7","92","2050","-7.3","-13.8","20.1",,,,,,,"34.5","81.6","1522","-14","-31.9","17.8","11","74","2150","12","-62.7","17.1","13.4","91.9","1897","-14.3","-17.4","20.9","12.4","86.9","2036","0.7","-25.1","11.2",,,,,,,,,,,,
"Eflin, Zach","621107","2023",".276",".270","6.2","92.9","2218","-7.8","-17.7","16.3","0.3","84.1","2292","5.8","-38.2","6.1","5.1","86.4","1615","-15.8","-32","16.7","26.5","79.1","2502","11.5","-51.3","13.9","31.9","92.2","2100","-16.7","-26.4","17.9","26.1","88.5","2236","2.4","-26.3","9.2",,,,,,,"4","79.7","2479","16.8","-43.1","17"
"Berríos, José","621244","2023",".302",".326","20.4","94.3","2227","-8.9","-15","18.3",,,,,,,"18.5","84.1","1436","-14.2","-34.4","15.1",,,,,,,"31.5","93.8","2118","-15.6","-19.2","19.8",,,,,,,,,,,,,,,,,,
"Castillo, Luis","622491","2023",".289",".302","44.4","96.3","2287","-12","-16","18.2","22.1","85.7","2347","1.1","-36.9","2.7","15.6","88.3","1906","-17.8","-33.7","18",,,,,,,"17.9","95.9","2098","-18.5","-25","19.2",,,,,,,,,,,,,,,,,,
"Suárez, Ranger","624133","2023",".325",".321","21.5","93.4","1976","6.8","-18.5","14.7","0.6","83.9","2082","-4.9","-37.9","5.3","18.4","82.9","1447","13.7","-34.9","14.7","19","75.8","2175","-11.3","-58.2","15.5","28","92.8","1929","15.9","-25.8","17.1","12.5","87.6","2059","-2.3","-30.6","6.1",,,,,,,,,,,,
"López, Pablo","641154","2023",".294",".269","34.5","94.9","2262","-5","-16","15.3",,,,,,,"21.1","88.4","2067","-16.5","-29.2","17.6","12.5","82.5","2655","9","-50.6","13.9","10.6","94.5","2114","-14.2","-22.4","16.5",,,,,,,,,,,,,"21.4","84.4","2495","13.2","-38.7","13.6"
"Dunning, Dane","641540","2023",".310",".325","3.2","90.5","2135","-6.1","-21.7","13.5","23.4","82.1","2361","3","-42","4","15.6","85.7","1775","-16.9","-32.4","17.7","4.7","77.7","2173","10.5","-60.6","18.3","33.1","91","2055","-14.1","-25.4","16.3","20","88.9","2190","1.1","-24.4","10.3",,,,,,,,,,,,
"France, J.P.","641585","2023",".319",".337","43.1","93","2426","-1.5","-16.1","15.8",,,,,,,"15.2","81.8","1867","-15.1","-31.1","18.2","13.7","76","2533","9.9","-66.3","20.6",,,,,,,"18.9","86.8","2667","6.1","-31.2","9",,,,,,,"9.1","80.1","2635","15.4","-43.3","15.7"
"Ober, Bailey","641927","2023",".294",".295","45.7","91.3","2313","-7.5","-16.2","18.2","19.6","81","2105","11.5","-39.7","12.3","28","83.7","2084","-17.2","-33.7","18.2","6.7","77.5","2182","8.8","-54.9","13.1",,,,,,,,,,,,,,,,,,,,,,,,
"Peralta, Freddy","642547","2023",".291",".284","51.2","94.4","2414","-6.9","-15.3","17.1","21.7","82.4","2342","7.4","-37.4","9","14.6","88.6","1707","-14.2","-30.2","15.2","12.5","77","2177","4.2","-51.7","7.2",,,,,,,,,,,,,,,,,,,,,,,,
"Alcantara, Sandy","645261","2023",".301",".320","21.3","98","2254","-11.9","-15.1","18.1","20.1","89.9","2367","0.5","-29.8","4.8","27.3","91.1","1968","-16.3","-29.3","16.9","2.2","86.1","2462","3.4","-39.6","5","29","97.6","2329","-17.6","-21.4","19.2",,,,,,,,,,,,,,,,,,
"Civale, Aaron","650644","2023",".288",".297","12.3","91.8","2384","-5","-14.1","19.1","5.6","82.4","2868","11.7","-38.5","12.4",,,,,,,"24.5","78.1","2985","10.9","-61.3","19.4","18.6","92.4","2271","-13.9","-19.1","19.1","37.4","87.7","2596","3.7","-27.8","9.1","1.7","85.2","2067","-16.9","-28.6","19.2",,,,,,
"Canning, Griffin","656288","2023",".315",".309","35","94.7","2139","-7.4","-14.8","17.5","29.9","88.4","2728","0.1","-38.3","4.4","21.2","90.2","1810","-16.3","-29.3","17.1","13.4","81.8","2406","12","-48.3","14.3","0.4","95.1","2058","-14.5","-16.9","20",,,,,,,,,,,,,,,,,,
"Cease, Dylan","656302","2023",".321",".313","43.2","95.6","2519","-3.2","-11.2","19.2","38.6","86.3","2795","2.5","-34.7","3.9","3","74.6","1678","-7","-33.3","17.4","15.2","80.2","2641","3.6","-58.5","16.3",,,,,,,,,,,,,,,,,,,,,,,,
"Flaherty, Jack","656427","2023",".356",".343","41.7","93.1","2306","-2.3","-17.9","13.8","24.6","84.2","2464","7.2","-37.4","7.7","3.3","85.3","1624","-11.9","-31.7","13.5","19.4","76.2","2494","14.2","-56.7","17.1","2","90.1","2041","-10.3","-25.3","13.6","9.1","88.7","2291","4.8","-28.5","8.2",,,,,,,,,,,,
"Keller, Mitch","656605","2023",".310",".315","26.1","95.2","2377","-9","-15.2","17.6",,,,,,,"2.9","90.7","1645","-15.5","-29.8","16.1","8","78","2604","12.5","-59.9","19.1","22.7","93.9","2376","-15.6","-21.9","18.2","24.2","89.7","2456","3.6","-28.3","7.2",,,,,,,"16.1","82.8","2757","18.5","-40.5","18.7"
"Kopech, Michael","656629","2023",".363",".363","61.4","95.2","2501","-9","-13.1","19.6","27.2","84.8","2340","5.4","-38","6.2","7.4","88.7","1794","-14.6","-27.2","16.7","4","80.6","2387","6.4","-49.4","9.9",,,,,,,,,,,,,,,,,,,,,,,,
"Megill, Tylor","656731","2023",".350",".365","55.7","94.9","2126","-7.8","-15.7","16.9","20.6","84.4","2225","4.2","-40.2","5.5","14.9","87.9","1607","-14.4","-29.2","15.9","8.6","77.2","2316","8","-60","15.9",,,,,,,,,,,,,"0.2","85.9","924","-13.7","-35.5","14.3",,,,,,
"Montgomery, Jordan","656756","2023",".298",".308","10.7","93.3","2343","6.1","-15.6","17",,,,,,,"23","83.5","1675","9.2","-26.3","16","22.2","80.5","2356","-3","-48.7","7.4","42.6","93.3","2199","15.4","-20.9","18.7","1.6","88.2","2375","-2.6","-28.1","7.7",,,,,,,,,,,,
"Steele, Justin","657006","2023",".291",".290","62.6","91.8","2402","-1.3","-21.5","11","33.9","83.3","2658","-14.1","-39.9","14.4","1","87.5","1745","11","-28.2","13.5","0.7","80.7","2681","-10.6","-52.2","15.1","1.8","92.2","2396","8.3","-20.9","14.4",,,,,,,,,,,,,,,,,,
"Webb, Logan","657277","2023",".283",".295","3.7","92.6","1980","-9.8","-21.7","14.2","21.2","84.3","2559","12.3","-38","12.7","41.6","87.5","1476","-11.3","-40","12.4",,,,,,,"33.6","92.3","1874","-16","-31.3","16.2",,,,,,,,,,,,,,,,,,
"Schmidt, Clarke","657376","2023",".334",".320",,,,,,,,,,,,,"1.5","89.5","2149","-8.5","-31.3","9.2","19.1","83.7","2930","16","-46.8","17.8","23.9","93.5","2546","-9.3","-24.3","11.9","28.1","91.3","2723","3.1","-24.9","8.6",,,,,,,"27.4","86","2945","9","-32.3","10.3"
"Ryan, Joe","657746","2023",".316",".291","56.9","92.3","2216","-10.3","-17.6","18","4.5","83.2","2323","4.7","-36.1","6.6",,,,,,,,,,,,,,,,,,,,,,,,,"27.2","83.9","1439","-12.1","-36.5","12.8","11.3","79.2","2539","14","-43.1","14.3"
"Ohtani, Shohei","660271","2023",".277",".302","32.8","96.8","2260","-4.1","-15.1","14.9","0.2","85.5","2593","7.3","-45.8","11.2",,,,,,,"3.6","75.7","2459","11.8","-62.5","18.3","6","94.6","2014","-14.8","-24.9","16.1","15.9","88.5","2377","4.1","-30.5","7.3","6.5","88.6","1305","-8.1","-31","10.1","35.1","83.6","2498","16","-35.8","16.8"
"Irvin, Jake","663623","2023",".335",".345","35.6","94.5","2333","-10.5","-15.6","18.5",,,,,,,"4.9","87.7","2211","-15.8","-28.5","17.5","30.6","80.9","2407","12.5","-47","13.8","28.9","93.9","2276","-16.5","-23","18.5",,,,,,,,,,,,,,,,,,
"Sandoval, Patrick","663776","2023",".318",".333","25.5","93","1988","4.4","-14.8","17.5","26","87","2464","-6.2","-32.5","7.8","25.8","83","1780","14.2","-29.5","17.8","9","76.5","2722","-8.6","-60","15.8","11.1","93.2","1895","13.3","-17.9","19.1",,,,,,,,,,,,,"2.6","81.8","2664","-16.8","-43","17.2"
"Singer, Brady","663903","2023",".346",".340",,,,,,,"42","84","2377","3.4","-37.6","4.3","6.3","87.7","1849","-15","-28.1","17",,,,,,,"51.1","92.1","2280","-12.9","-22.6","16.3",,,,,,,,,,,,,"0.5","81.1","2255","12.9","-37.8","13.7"
"Valdez, Framber","664285","2023",".287",".320",,,,,,,,,,,,,"15.7","90.1","1676","15.5","-29.1","16.5","24.3","80.2","2846","-8.9","-57.5","17.1","46.9","95.3","2187","15.8","-20.5","18.8","13.1","85.7","2592","-2.7","-38.8","6.1",,,,,,,,,,,,
"Javier, Cristian","664299","2023",".317",".323","58.4","92.7","2255","-5.6","-13.3","19.6","30","79.5","2552","14","-41.1","14.6","4.1","83.7","2398","-15.9","-31.5","17.8","7.5","76.6","2937","12.2","-57.4","16.3",,,,,,,,,,,,,,,,,,,,,,,,
"Kremer, Dean","665152","2023",".317",".339","37.1","94.6","2304","-9.7","-13.8","19.6",,,,,,,"12.2","85.3","1715","-15.4","-32.7","16.5","8.9","78.1","2756","10.4","-55.6","15.4","14.6","91.9","2002","-16","-22.6","18.9","23.9","88.8","2435","3.8","-25.9","9.8",,,,,,,"3.3","82.8","2658","12.6","-41.5","12.9"
"Garrett, Braxton","666129","2023",".307",".328","7.5","90.8","2270","7.4","-18.2","16.9","25.9","82.8","2210","-10.3","-43.2","11","8.8","84.1","1458","14.4","-36.8","14.7","8.3","77.6","2168","-10.4","-53.4","13.3","31.7","90.5","2076","15.7","-26.2","17.6","17.7","87.5","2381","-2.2","-31.3","5.3",,,,,,,,,,,,
"Luzardo, Jesús","666200","2023",".307",".307","45.7","96.7","2240","14.1","-15.5","19.9","28.9","85.1","2320","0.1","-36.3","2.1","21","88.3","1968","16.2","-28.4","17.7",,,,,,,"4","96.5","2153","17.4","-19.6","20.1","0.4","91.4","2146","2","-25.8","7.5",,,,,,,,,,,,
"Gallen, Zac","668678","2023",".289",".314","49.3","93.6","2296","-2.9","-14.4","17.3","3.4","87.5","2433","5.5","-34.7","6.3","13.9","86.8","1517","-12.6","-32.1","13.6","22.7","82.5","2463","4","-51","11.6","0.4","92.6","2345","-10.4","-13.9","21.2","10.3","90","2343","3.5","-25.3","9.6",,,,,,,,,,,,
"Ashcraft, Graham","668933","2023",".339",".340",,,,,,,"37.4","88.3","2832","13.2","-35.4","13.5",,,,,,,,,,,,,"9.7","96.5","2340","-6.7","-21.8","10.4","52.9","95.8","2432","2.1","-22.8","7.8",,,,,,,,,,,,
"Gore, MacKenzie","669022","2023",".339",".347","59.5","95","2286","4.2","-12.9","18.1","18.2","88.6","1970","-2.5","-28.9","6.5","2.9","86.5","2175","14","-25.5","18","18.8","83.2","2311","1.2","-46.3","7.5",,,,,,,,,,,,,,,,,,,"0.6","84.6","2196","-9.2","-39.4","10.2"
"Nelson, Ryne","669194","2023",".357",".349","54.6","94.4","2210","-4.1","-12.6","18.7","12.4","81.6","2409","13.1","-42","13.6","13.3","83.3","1713","-13.9","-30.9","16.5","5.4","76.5","2486","6.6","-58.1","13.1",,,,,,,"14.4","85.5","2328","4.5","-36.2","5.2",,,,,,,,,,,,
"Burnes, Corbin","669203","2023",".266",".285",,,,,,,"8.5","86.1","2877","12.4","-35.4","12.9","11.2","89.3","2049","-13.8","-27.2","15.8","17.2","79.9","2794","10.4","-53.9","15.3","7.7","95.3","2489","-10.7","-19.1","15.5","55.4","94.4","2655","3.1","-19.2","12",,,,,,,,,,,,
"Gilbert, Logan","669302","2023",".290",".297","41.9","95.7","2000","-6.1","-12.8","18.2","29.7","88.7","2009","0.8","-34.4","2.2",,,,,,,"13.4","80.3","2324","7.1","-55.1","14.7","0.3","92.5","1705","-12.7","-19.6","18.6",,,,,,,"14.8","85.6","906","-7.3","-33.2","9.1",,,,,,
"Bieber, Shane","669456","2023",".307",".336","35.2","91.3","2242","-9.6","-15.7","19.7","20.7","84.6","2532","3.1","-37.7","4.3","3.5","87.2","1660","-14","-28.6","16.3","13.7","82.5","2239","11.6","-50.1","15.4",,,,,,,"26.9","86.5","2470","2.5","-29.2","7.8",,,,,,,,,,,,
"Kirby, George","669923","2023",".284",".305","39.4","96.1","2209","-8.3","-14.4","17.4","19.7","86.3","2335","11","-39.2","11.8","1.8","86.6","1518","-16","-31.3","17","11.5","81.8","2343","9.2","-53.9","15.8","21.6","95.8","2229","-15.8","-19.4","19",,,,,,,"6.1","84.9","799","-10.3","-37.5","11.1",,,,,,
"Oviedo, Johan","670912","2023",".319",".329","39.2","95.8","2269","-9.8","-19.5","14.3","36.7","88.2","2469","5.1","-31.7","6.6","4.1","88.1","1817","-15.4","-27.5","17.3","14.9","80.9","2388","7.1","-42.6","7.7","5","95.7","2300","-15.3","-20.9","17.9",,,,,,,,,,,,,,,,,,
"Allen, Logan","671106","2023",".326",".323","45.1","91.4","2150","4.1","-16.6","16.7","3","83.5","2222","-6.6","-37","7.4","21.2","82.7","894","2.3","-37.8","4.7",,,,,,,,,,,,,"8.7","86.4","2222","-4.1","-29.5","8.5",,,,,,,"22","78.7","2267","-15.3","-45.2","15.6"
"Detmers, Reid","672282","2023",".321",".327","43.2","94.3","2095","11","-15.1","19.4","30.9","88.9","2078","-1.3","-31.8","5","5.4","84.9","1493","12.7","-30","15.2","19.4","74.7","2414","-11.4","-64.5","18.8",,,,,,,,,,,,,,,,,,,"1.1","83.5","2478","-8","-46.8","11.2"
"Senga, Kodai","673540","2023",".282",".304","37.1","95.6","2283","-8","-13.5","18.5","5.9","84.6","2479","1.6","-36.6","4",,,,,,,"2.6","72.7","2492","3.5","-63.5","12.1",,,,,,,"24.8","90.8","2499","0.7","-23.4","10",,,,,,,"5.9","80.8","2578","12.4","-45.3","13.2"
"Strider, Spencer","675911","2023",".279",".273","58.9","97.2","2362","-6.1","-10.6","19.5","33.8","85.6","2345","5.6","-35.9","6.3","7.3","87","2257","-14.5","-23.7","19.2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Miller, Bobby","676272","2023",".283",".286","28.4","99.1","2342","-8.4","-11.2","18.8","16.7","89.9","2509","4.7","-32.7","5.9","16","88.2","2290","-17.4","-26.3","19.6","18.5","80.6","2812","9.4","-56.2","16.9","19.7","98.7","2297","-13.7","-14","19.7",,,,,,,,,,,,,"0.7","85.3","2695","13.9","-35.9","14.3"
"Bibee, Tanner","676440","2023",".285",".297","47.1","94.9","2301","-4.5","-13.9","17.2","27","84.7","2794","10.4","-39.1","10.9","16.6","83.8","2048","-13.4","-25.6","19","9.3","78.4","2720","10.3","-56.5","15.8",,,,,,,,,,,,,,,,,,,,,,,,
"Sears, JP","676664","2023",".335",".330","50.3","93.1","2135","11.2","-16.9","18.5","12.3","82.1","2450","-1.5","-33.3","7.8","15.1","84.1","1716","16.7","-35.4","17.1",,,,,,,,,,,,,,,,,,,,,,,,,"22.3","81.1","2483","-9.9","-36.2","11.8"
"Crawford, Kutter","676710","2023",".290",".280","39.1","93.6","2488","-9.5","-12.4","21.3","6.1","82.8","2297","6.4","-35.3","8.9",,,,,,,"11.9","79.4","2236","7.9","-56.6","15.3",,,,,,,"28.3","88.6","2422","4.4","-25.5","10.4","7.8","82.4","1027","-8.4","-34.1","11.6","6.8","82.2","2284","12.3","-37.3","13.2"
"Bello, Brayan","678394","2023",".334",".315","20.6","95.5","2083","-10","-17","16.6","17.7","85.3","2276","3.7","-42.3","7.4","23.9","86.2","1771","-16.4","-33.8","16.9",,,,,,,"36.3","95","1974","-18","-27.9","18.3","1.5","89.2","2152","-1.4","-30.2","4.9",,,,,,,,,,,,
"Rodriguez, Grayson","680570","2023",".320",".316","49.6","97.4","2270","-11.4","-13.2","19.7","14.1","82.3","2402","11.4","-36.7","12.7","22.4","83.9","1851","-12.4","-36.1","13","8.2","79.9","2628","9.1","-55.8","15.8",,,,,,,"5.8","89.7","2255","2.4","-24.8","9.9",,,,,,,,,,,,
"Gray, Josiah","680686","2023",".332",".342","17","93.5","2128","-11.3","-15.9","19.3","24.6","85.9","1878","1","-30.9","6.5","1.6","88.6","1617","-13.4","-26.1","16.1","16.2","82.2","2380","1.7","-44.1","4.9","17.2","93.1","2120","-14.7","-18.5","19.8","17.8","88.8","2003","-0.8","-26.1","8.8",,,,,,,"5.5","81.9","2466","9","-38.9","9.7"
"Bradish, Kyle","680694","2023",".268",".300","22.4","94.5","2383","2.9","-17.8","13.2","31.2","88.1","2650","12.5","-35.4","12.8","8.4","90.8","1383","-12.2","-25.4","14.6","17.3","84.8","2615","5.5","-51","14.1","20.6","95","2217","-11.1","-18.9","16.2",,,,,,,,,,,,,,,,,,
"Miller, Bryce","682243","2023",".309",".337","58.5","95.1","2591","-3.5","-11.8","18.8","19","86.6","2416","2.1","-34.5","3.4","5.6","85","2054","-15.7","-29.4","17.9","0.9","78.2","2333","8.6","-60.1","17.5","7.6","95.1","2451","-14.1","-17.9","18.8",,,,,,,,,,,,,"8.5","81.2","2187","14.9","-47.4","16.2"
"Waldichuk, Ken","686610","2023",".361",".332","54.3","93.3","2300","10.2","-16.3","18.4",,,,,,,"16.6","84.2","1619","15.9","-33.1","16.9","2","74.5","2005","-14.1","-59.2","17.1",,,,,,,,,,,,,,,,,,,"27.1","81.1","2089","-12.9","-41.1","13.5"
"Brown, Hunter","686613","2023",".340",".318","46.1","95.7","2240","-6.1","-13.1","18","23.5","91.7","2150","3.2","-26.7","7.1",,,,,,,"23.8","82.9","2472","5.3","-54.7","15.6","0.2","96","2142","-12.7","-17.1","18.1",,,,,,,"4.8","88.2","1432","-14.2","-28.2","16.1","1.7","84.6","2323","9.8","-41.5","10.4"
"Elder, Bryce","693821","2023",".309",".329","13.3","90.7","2124","-3.9","-18.1","15.6","35.3","82.7","2414","-0.1","-41.6","3","13.7","85","2070","-11.2","-34.3","12",,,,,,,"37.7","89.5","1970","-13.2","-25.9","15.8",,,,,,,,,,,,,,,,,,
